Date,Open,High,Low,Close,Adj Close,Volume
2014-09-21,429.9169982,437.7181944,406.62440200000003,416.8590026,416.8590026,31380680.0
2014-09-28,410.6507175714286,418.6689932857143,399.3771407142857,407.692566,407.692566,26681800.0
2014-10-05,369.77428771428566,376.7209997142857,353.2071401428571,361.42657014285714,361.42657014285714,39522556.571428575
2014-10-12,346.92742942857143,363.30886414285715,337.5678581428571,355.2345798571428,355.2345798571428,48736114.85714286
2014-10-19,389.0102844285715,397.79042714285714,380.4105747142857,390.47985400000005,390.47985400000005,22414581.42857143
2014-10-26,372.20299857142857,377.11157214285714,362.55643142857144,367.31642800000003,367.31642800000003,16241685.714285715
2014-11-02,344.36057385714287,349.2837132857143,335.96085028571434,340.2092894285714,340.2092894285714,15296528.57142857
2014-11-09,337.1741464285714,346.4991454285714,335.40714385714284,342.5698592857143,342.5698592857143,16684781.42857143
2014-11-16,388.025286,406.93086028571423,374.40042114285717,391.53542657142856,391.53542657142856,29748500.0
2014-11-23,370.42785657142855,380.66742814285715,361.065857,367.47742571428574,367.47742571428574,25454428.57142857
2014-11-30,373.0558601428571,383.79514857142857,368.4942845714286,374.3248551428572,374.3248551428572,18748367.14285714
2014-12-07,376.5677055714286,380.4732795714286,372.373291,375.98686,375.98686,11525652.857142856
2014-12-14,354.7637111428571,358.7881428571428,347.6088517142857,351.7927115714286,351.7927115714286,20250585.714285713
2014-12-21,328.8592834285714,333.4034337142857,319.01371971428574,324.60299685714284,324.60299685714284,26393914.285714287
2014-12-28,324.66443314285715,329.73971971428574,318.38242899999995,324.1465717142857,324.1465717142857,15305362.857142856
2015-01-04,310.2628565714286,313.4175675714286,299.73614085714286,302.5940028571428,302.5940028571428,20479200.0
2015-01-11,280.6001457142857,288.2374354285714,274.6531458571429,281.31614042857143,281.31614042857143,23463071.42857143
2015-01-18,221.61214542857144,235.06543171428572,203.23785842857143,214.18571042857144,214.18571042857144,51873173.14285714
2015-01-25,225.23528614285715,233.55785685714287,221.31785800000003,231.56042900000003,231.56042900000003,27023642.85714286
2015-02-01,242.86071542857144,256.86200185714284,229.52185942857142,239.3195712857143,239.3195712857143,43834357.14285714
2015-02-08,226.62428285714284,235.40599957142857,220.413714,226.12757214285713,226.12757214285713,26241600.0
2015-02-15,228.23071099999999,236.7238617142857,221.78757142857143,229.781575,229.781575,32906257.14285714
2015-02-22,239.56914414285714,245.86171385714286,235.08599842857143,239.76457442857145,239.76457442857145,22096571.42857143
2015-03-01,242.2084307142857,247.15214542857143,238.63685842857143,245.68799914285714,245.68799914285714,19841842.85714286
2015-03-08,273.494145,280.1869987142857,267.4402901428571,275.71143,275.71143,34632157.14285714
2015-03-15,287.4730007142857,293.5132838571429,284.83800385714284,289.38786114285716,289.38786114285716,37071714.28571428
2015-03-22,271.3919982857143,276.1211417142857,263.280995,269.00842714285716,269.00842714285716,29539742.85714286
2015-03-29,253.78585585714288,258.85700128571426,245.76542871428572,249.94342899999998,249.94342899999998,25642528.57142857
2015-04-05,248.9672874285714,253.13571171428572,246.20714457142859,251.52057314285713,251.52057314285713,21445814.285714287
2015-04-12,247.15071742857143,248.360999,241.54799757142857,243.73528614285715,243.73528614285715,21123800.0
2015-04-19,225.51185614285714,227.8558547142857,220.86800257142858,223.570001,223.570001,22665500.0
2015-04-26,230.07171428571428,233.11628514285715,226.29957157142857,229.66014314285712,229.66014314285712,21225171.42857143
2015-05-03,228.97742771428574,235.33371400000001,226.8597107142857,232.06585485714285,232.06585485714285,23234742.85714286
2015-05-10,238.26014285714285,242.22113914285714,234.6328584285714,238.32085971428572,238.32085971428572,23722742.85714286
2015-05-17,238.6664277142857,240.4469997142857,236.66814314285713,238.16228614285714,238.16228614285714,18617442.85714286
2015-05-24,235.7732847142857,238.0368565714286,234.64514385714284,236.37285928571427,236.37285928571427,16392357.142857144
2015-05-31,237.13671442857142,237.65571585714287,234.7135727142857,235.64971485714287,235.64971485714287,15307128.57142857
2015-06-07,225.62714271428572,227.142142,223.12985671428572,224.625569,224.625569,17362342.85714286
2015-06-14,228.76199771428568,231.293429,228.29600114285716,230.28171214285717,230.28171214285717,17363028.57142857
2015-06-21,244.15871314285715,248.65257271428572,240.92042771428572,245.68157314285713,245.68157314285713,27362428.57142857
2015-06-28,244.66442871428572,247.02200100000002,242.8422872857143,245.45642942857143,245.45642942857143,16555557.142857144
2015-07-05,257.2012852857143,263.554718,254.40328328571428,260.4719957142857,260.4719957142857,29524100.0
2015-07-12,275.00800457142856,285.93714657142857,272.67728542857145,280.5894295714285,280.5894295714285,50456957.14285714
2015-07-19,287.01957042857146,290.0004315714286,278.126713,281.63185342857145,281.63185342857145,33694471.428571425
2015-07-26,279.74114557142855,284.0489938571429,278.20543114285715,282.5351432857143,282.5351432857143,22493871.42857143
2015-08-02,288.95571914285716,290.85828957142854,284.8861432857143,287.7468567142857,287.7468567142857,23242900.0
2015-08-09,278.62614214285713,280.845145,274.1275721428571,276.08128142857146,276.08128142857146,29587185.714285713
2015-08-16,265.44685585714285,267.2708564285714,262.1164244285714,264.43570828571427,264.43570828571427,25291928.57142857
2015-08-23,238.1969997142857,242.48086114285712,228.26700042857144,231.74528928571428,231.74528928571428,31670800.0
2015-08-30,224.63585771428572,230.68499971428574,218.34299800000002,224.66299671428573,224.66299671428573,34559285.71428572
2015-09-06,229.8578555714286,233.32985585714283,228.15599928571427,231.40014214285716,231.40014214285716,20662257.14285714
2015-09-13,239.27956942857142,241.54628642857142,236.34671242857144,237.99242728571429,237.99242728571429,21226957.14285714
2015-09-20,231.17214314285712,236.14928757142857,229.7564285714286,230.78985814285716,230.78985814285716,18093528.57142857
2015-09-27,231.86528685714285,234.063287,230.14885814285714,232.10800171428573,232.10800171428573,19615371.42857143
2015-10-04,236.78471599999997,238.877716,235.87528328571426,237.67428371428574,237.67428371428574,19542314.285714287
2015-10-11,242.6765722857143,245.00571342857143,241.61185799999998,243.94871314285714,243.94871314285714,20354085.714285713
2015-10-18,254.5178592857143,259.90114271428575,252.4221452857143,256.61100114285716,256.61100114285716,28544042.85714286
2015-10-25,270.404711,276.7691387142857,269.37771171428574,273.57500357142857,273.57500357142857,31528071.42857143
2015-11-01,303.47085571428573,314.3472857142857,299.44514685714284,309.3104291428572,309.3104291428572,51092685.71428572
2015-11-08,378.02142757142855,414.6714261428571,361.5918622857143,385.2632837142857,385.2632837142857,136419241.7142857
2015-11-15,345.19714357142857,352.298283,325.69871300000005,336.59099914285713,336.59099914285713,69199743.42857143
2015-11-22,327.8352835714286,331.92614757142854,322.0718645714286,328.5812857142857,328.5812857142857,41795628.571428575
2015-11-29,337.45514342857143,348.4472874285714,334.3021414285714,344.3855677142857,344.3855677142857,48145485.71428572
2015-12-06,369.2235717142857,378.55871157142855,362.84256414285716,371.56529028571424,371.56529028571424,59551071.428571425
2015-12-13,416.7767161428572,431.55456542857144,406.4985742857143,423.5472847142857,423.5472847142857,80325271.42857143
2015-12-20,454.10971514285717,461.27628428571427,444.72657571428573,455.59114285714287,455.59114285714287,79008814.85714285
2015-12-27,441.03000757142854,447.3147105714285,429.89171500000003,438.3352835714286,438.3352835714286,63090628.0
2016-01-03,429.0767124285714,433.730146,423.4311437142857,430.0331377142857,430.0331377142857,42875771.428571425
2016-01-10,440.59371085714287,446.45771128571425,435.62228828571426,443.00514414285715,443.00514414285715,45695957.14285714
2016-01-17,420.9018598571429,425.59014457142854,404.45285885714287,411.5658612857143,411.5658612857143,98987586.85714285
2016-01-24,392.63113842857143,404.91657357142856,383.329856,395.8232855714286,395.8232855714286,70557214.28571428
2016-01-31,388.45356957142855,391.1529932857143,380.0605685714286,383.662288,383.662288,54026528.0
2016-02-07,377.0130047142857,382.7298584285714,373.11100528571427,378.1054294285714,378.1054294285714,48200700.571428575
2016-02-14,380.8141437142857,387.1117161428571,379.36957228571424,384.875994,384.875994,66560056.571428575
2016-02-21,416.4760044285714,425.66043085714284,412.8407157142857,420.4449987142857,420.4449987142857,78090557.14285715
