date,market_cap
2019-09-21,0.0
2019-09-22,0.0
2019-09-23,0.0
2019-09-24,0.0
2019-09-25,0.0
2019-09-26,0.0
2019-09-27,0.0
2019-09-28,0.0
2019-09-29,0.0
2019-09-30,0.0
2019-10-01,0.0
2019-10-02,0.0
2019-10-03,0.0
2019-10-04,0.0
2019-10-05,0.0
2019-10-06,0.0
2019-10-07,0.0
2019-10-08,0.0
2019-10-09,0.0
2019-10-10,0.0
2019-10-11,0.0
2019-10-12,0.0
2019-10-13,0.0
2019-10-14,0.0
2019-10-15,0.0
2019-10-16,0.0
2019-10-17,0.0
2019-10-18,0.0
2019-10-19,0.0
2019-10-20,0.0
2019-10-21,0.0
2019-10-22,0.0
2019-10-23,0.0
2019-10-24,0.0
2019-10-25,0.0
2019-10-26,0.0
2019-10-27,0.0
2019-10-28,0.0
2019-10-29,0.0
2019-10-30,0.0
2019-10-31,0.0
2019-11-01,0.0
2019-11-02,0.0
2019-11-03,0.0
2019-11-04,0.0
2019-11-05,0.0
2019-11-06,0.0
2019-11-07,0.0
2019-11-08,0.0
2019-11-09,0.0
2019-11-10,0.0
2019-11-11,0.0
2019-11-12,0.0
2019-11-13,0.0
2019-11-14,0.0
2019-11-15,0.0
2019-11-16,0.0
2019-11-17,0.0
2019-11-18,0.0
2019-11-19,0.0
2019-11-20,0.0
2019-11-21,0.0
2019-11-22,0.0
2019-11-23,0.0
2019-11-24,0.0
2019-11-25,0.0
2019-11-26,0.0
2019-11-27,0.0
2019-11-28,0.0
2019-11-29,0.0
2019-11-30,0.0
2019-12-01,0.0
2019-12-02,0.0
2019-12-03,0.0
2019-12-04,0.0
2019-12-05,0.0
2019-12-06,0.0
2019-12-07,0.0
2019-12-08,0.0
2019-12-09,0.0
2019-12-10,0.0
2019-12-11,0.0
2019-12-12,0.0
2019-12-13,0.0
2019-12-14,0.0
2019-12-15,0.0
2019-12-16,0.0
2019-12-17,0.0
2019-12-18,0.0
2019-12-19,0.0
2019-12-20,0.0
2019-12-21,0.0
2019-12-22,0.0
2019-12-23,0.0
2019-12-24,0.0
2019-12-25,0.0
2019-12-26,0.0
2019-12-27,0.0
2019-12-28,0.0
2019-12-29,0.0
2019-12-30,0.0
2019-12-31,0.0
2020-01-01,0.0
2020-01-02,0.0
2020-01-03,0.0
2020-01-04,0.0
2020-01-05,0.0
2020-01-06,0.0
2020-01-07,0.0
2020-01-08,0.0
2020-01-09,0.0
2020-01-10,0.0
2020-01-11,0.0
2020-01-12,0.0
2020-01-13,0.0
2020-01-14,0.0
2020-01-15,0.0
2020-01-16,0.0
2020-01-17,0.0
2020-01-18,0.0
2020-01-19,0.0
2020-01-20,0.0
2020-01-21,0.0
2020-01-22,0.0
2020-01-23,0.0
2020-01-24,0.0
2020-01-25,0.0
2020-01-26,0.0
2020-01-27,0.0
2020-01-28,0.0
2020-01-29,0.0
2020-01-30,0.0
2020-01-31,0.0
2020-02-01,0.0
2020-02-02,0.0
2020-02-03,0.0
2020-02-04,0.0
2020-02-05,0.0
2020-02-06,0.0
2020-02-07,0.0
2020-02-08,0.0
2020-02-09,0.0
2020-02-10,0.0
2020-02-11,0.0
2020-02-12,0.0
2020-02-13,0.0
2020-02-14,0.0
2020-02-15,0.0
2020-02-16,0.0
2020-02-17,0.0
2020-02-18,0.0
2020-02-19,0.0
2020-02-20,0.0
2020-02-21,0.0
2020-02-22,0.0
2020-02-23,0.0
2020-02-24,0.0
2020-02-25,0.0
2020-02-26,0.0
2020-02-27,0.0
2020-02-28,0.0
2020-02-29,0.0
2020-03-01,0.0
2020-03-02,0.0
2020-03-03,0.0
2020-03-04,0.0
2020-03-05,0.0
2020-03-06,0.0
2020-03-07,0.0
2020-03-08,0.0
2020-03-09,0.0
2020-03-10,0.0
2020-03-11,0.0
2020-03-12,0.0
2020-03-13,0.0
2020-03-14,0.0
2020-03-15,0.0
2020-03-16,0.0
2020-03-17,0.0
2020-03-18,0.0
2020-03-19,0.0
2020-03-20,0.0
2020-03-21,0.0
2020-03-22,0.0
2020-03-23,0.0
2020-03-24,0.0
2020-03-25,0.0
2020-03-26,0.0
2020-03-27,0.0
2020-03-28,0.0
2020-03-29,0.0
2020-03-30,0.0
2020-03-31,0.0
2020-04-01,0.0
2020-04-02,0.0
2020-04-03,0.0
2020-04-04,0.0
2020-04-05,0.0
2020-04-06,0.0
2020-04-07,0.0
2020-04-08,0.0
2020-04-09,0.0
2020-04-10,0.0
2020-04-11,0.0
2020-04-12,0.0
2020-04-13,0.0
2020-04-14,0.0
2020-04-15,0.0
2020-04-16,0.0
2020-04-17,198433632.88155565
2020-04-18,204765635.96572703
2020-04-19,205666081.8601175
2020-04-20,204084257.31219545
2020-04-21,196529831.37599263
2020-04-22,196831168.47594765
2020-04-23,192899605.3255395
2020-04-24,185195397.99437645
2020-04-25,179923709.76537305
2020-04-26,191219181.1974483
2020-04-27,195061359.95382813
2020-04-28,192543741.82381377
2020-04-29,193483968.86233035
2020-04-30,190119292.7770933
2020-05-01,176085726.0092288
2020-05-02,168939057.04353324
2020-05-03,178102029.36312783
2020-05-04,180778754.22346812
2020-05-05,178953366.0448183
2020-05-06,182802564.14244503
2020-05-07,186903082.24934268
2020-05-08,191958137.62516868
2020-05-09,194315040.78980657
2020-05-10,193496954.45312703
2020-05-11,183967408.92264324
2020-05-12,186977809.4295622
2020-05-13,187371213.43045643
2020-05-14,187783328.9622778
2020-05-15,187895767.384741
2020-05-16,179967875.3839808
2020-05-17,179654748.25656393
2020-05-18,180004213.13644218
2020-05-19,176129487.66333237
2020-05-20,170664605.94252804
2020-05-21,166099490.89583382
2020-05-22,165080087.5006367
2020-05-23,168114325.10242507
2020-05-24,168166373.7589748
2020-05-25,179034314.7983065
2020-05-26,179798641.64582154
2020-05-27,179879880.36192456
2020-05-28,189308061.57566965
2020-05-29,183115502.82182193
2020-05-30,171501058.7548
2020-05-31,171306590.2358112
2020-06-01,172087059.584681
2020-06-02,167954286.74953192
2020-06-03,165996882.1777088
2020-06-04,173836124.31971365
2020-06-05,169539258.53916547
2020-06-06,167149420.53978983
2020-06-07,167046468.59002492
2020-06-08,167049767.46948534
2020-06-09,170192826.826982
2020-06-10,167907597.7295873
2020-06-11,178057671.60028598
2020-06-12,163818609.95078456
2020-06-13,177807961.0868821
2020-06-14,177754645.9018717
2020-06-15,177415740.9265626
2020-06-16,156078765.76875663
2020-06-17,157222833.84752497
2020-06-18,148590164.85129744
2020-06-19,147159605.9275866
2020-06-20,154275926.74292094
2020-06-21,154390929.62476143
2020-06-22,156060567.61479095
2020-06-23,170231960.74817908
2020-06-24,164919979.02978933
2020-06-25,172822694.09275258
2020-06-26,176310418.16598448
2020-06-27,164561988.43043706
2020-06-28,164335229.1134658
2020-06-29,173077904.1803237
2020-06-30,168388590.1357284
2020-07-01,175309546.0909151
2020-07-02,174479024.85446277
2020-07-03,177699510.21550825
2020-07-04,168825069.50302634
2020-07-05,168667472.75541902
2020-07-06,174121979.00116283
2020-07-07,174348223.4017646
2020-07-08,172915491.40362382
2020-07-09,178781130.13708264
2020-07-10,167245978.86096963
2020-07-11,165775472.52299917
2020-07-12,173521513.72035053
2020-07-13,173495197.92129362
2020-07-14,165702766.21114606
2020-07-15,162506865.26283056
2020-07-16,163273684.70559996
2020-07-17,166877140.90930963
2020-07-18,172030610.60106915
2020-07-19,174497501.88838646
2020-07-20,184816830.79714364
2020-07-21,172769793.84162894
2020-07-22,183117112.4567789
2020-07-23,185252192.81328723
2020-07-24,176486039.55305076
2020-07-25,177697011.10841393
2020-07-26,177591187.66980028
2020-07-27,171712304.29315084
